TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1683166984535	8.603943	-0.122488	-1.912352	0.943885	-0.040649	0.014814	0.327428	img__0_1683166989932547000.png
1683166984577	8.637747	-0.101088	-1.929922	0.948821	-0.040218	0.013676	0.312944	img__0_1683166989974762000.png
1683166984628	8.678781	-0.076723	-1.946971	0.954726	-0.039587	0.010919	0.294639	img__0_1683166990026543000.png
1683166984676	8.717433	-0.055471	-1.959974	0.960065	-0.038874	0.008465	0.276935	img__0_1683166990073897000.png
1683166984727	8.758642	-0.034947	-1.975121	0.965560	-0.034986	0.002387	0.257805	img__0_1683166990123099000.png
1683166984772	8.795299	-0.018538	-1.991536	0.970111	-0.030973	-0.003306	0.240655	img__0_1683166990170837000.png
1683166984829	8.842398	0.000349	-2.015926	0.975405	-0.026668	-0.009042	0.218617	img__0_1683166990226659000.png
1683166984871	8.877703	0.013184	-2.035145	0.978893	-0.022852	-0.013976	0.202611	img__0_1683166990269091000.png
1683166984937	8.934576	0.031954	-2.067456	0.983524	-0.012822	-0.022831	0.178870	img__0_1683166990334725000.png
1683166984982	8.974364	0.044276	-2.086497	0.986020	-0.001518	-0.024539	0.164801	img__0_1683166990381403000.png
1683166985030	9.017578	0.058308	-2.101544	0.987961	0.011212	-0.025402	0.152188	img__0_1683166990429556000.png
1683166985084	9.067219	0.072941	-2.112247	0.989226	0.019904	-0.025865	0.142713	img__0_1683166990481168000.png
1683166985132	9.112436	0.087791	-2.122514	0.989978	0.023930	-0.028658	0.136199	img__0_1683166990529473000.png
1683166985177	9.155996	0.103030	-2.135507	0.990313	0.028402	-0.032402	0.131999	img__0_1683166990574590000.png
1683166985228	9.206982	0.122159	-2.155183	0.990372	0.035187	-0.033463	0.129633	img__0_1683166990626019000.png
1683166985276	9.256390	0.142003	-2.174962	0.990429	0.034528	-0.034656	0.129066	img__0_1683166990675319000.png
1683166985348	9.332211	0.174165	-2.192217	0.989953	0.039934	-0.031471	0.131943	img__0_1683166990746275000.png
1683166985393	9.380612	0.195973	-2.196786	0.989222	0.044080	-0.035015	0.135166	img__0_1683166990790037000.png
1683166985441	9.433658	0.221646	-2.204589	0.987768	0.055326	-0.040369	0.140082	img__0_1683166990838880000.png
1683166985489	9.488097	0.249883	-2.211363	0.986589	0.059849	-0.040461	0.146364	img__0_1683166990888084000.png
1683166985540	9.547280	0.282747	-2.215619	0.985067	0.065509	-0.038536	0.154485	img__0_1683166990936690000.png
1683166985585	9.600530	0.314326	-2.216627	0.983674	0.067401	-0.037605	0.162570	img__0_1683166990984207000.png
1683166985636	9.662014	0.353363	-2.215936	0.981698	0.071718	-0.035053	0.172910	img__0_1683166991034394000.png
1683166985702	9.743215	0.409656	-2.214769	0.978804	0.075056	-0.030929	0.188023	img__0_1683166991098766000.png
1683166985747	9.799401	0.452043	-2.214563	0.976233	0.079907	-0.025786	0.199798	img__0_1683166991144341000.png
1683166985795	9.859743	0.500856	-2.214049	0.973454	0.080757	-0.022842	0.212942	img__0_1683166991194380000.png
1683166985846	9.924059	0.556616	-2.211920	0.970211	0.080675	-0.018814	0.227659	img__0_1683166991243894000.png
1683166985894	9.984560	0.612847	-2.209026	0.966560	0.082864	-0.014965	0.242222	img__0_1683166991293080000.png
1683166985942	10.044771	0.673001	-2.206748	0.962412	0.085484	-0.011200	0.257546	img__0_1683166991339805000.png
1683166986017	10.137599	0.775189	-2.205689	0.954969	0.088238	-0.003838	0.283255	img__0_1683166991415059000.png
1683166986062	10.192169	0.841167	-2.205623	0.950019	0.088445	0.000639	0.299401	img__0_1683166991459531000.png
1683166986107	10.245564	0.910701	-2.206742	0.944725	0.087097	0.005454	0.316036	img__0_1683166991504232000.png
1683166986155	10.300983	0.988556	-2.208759	0.938529	0.085605	0.011663	0.334215	img__0_1683166991553587000.png
1683166986203	10.354568	1.069900	-2.210893	0.932024	0.082411	0.015916	0.352543	img__0_1683166991600818000.png
1683166986248	10.402952	1.149110	-2.212907	0.925553	0.078437	0.021107	0.369801	img__0_1683166991647666000.png
1683166986302	10.458399	1.247569	-2.215372	0.917281	0.074588	0.026310	0.390308	img__0_1683166991699862000.png
1683166986353	10.507775	1.343749	-2.218924	0.909084	0.069532	0.031098	0.409592	img__0_1683166991751984000.png
1683166986401	10.551299	1.436872	-2.224445	0.900752	0.067600	0.036684	0.427469	img__0_1683166991799871000.png
1683166986470	10.608609	1.574368	-2.234262	0.888217	0.061470	0.043857	0.453176	img__0_1683166991868342000.png
1683166986515	10.642296	1.665996	-2.242872	0.879695	0.056872	0.048410	0.469636	img__0_1683166991914032000.png
1683166986563	10.675017	1.764948	-2.252896	0.870259	0.053287	0.052323	0.486900	img__0_1683166991962659000.png
1683166986611	10.704263	1.864870	-2.264130	0.860274	0.050696	0.057583	0.504026	img__0_1683166992009942000.png
1683166986662	10.731437	1.971757	-2.277002	0.849619	0.046007	0.058843	0.522080	img__0_1683166992061398000.png
1683166986710	10.753613	2.072699	-2.288201	0.839327	0.042831	0.061276	0.538461	img__0_1683166992109344000.png
1683166986758	10.772243	2.173731	-2.300299	0.828973	0.036723	0.062005	0.554627	img__0_1683166992157194000.png
1683166986809	10.788127	2.280838	-2.314984	0.817781	0.033415	0.063797	0.571006	img__0_1683166992206660000.png
1683166986872	10.802513	2.412359	-2.334255	0.803748	0.028321	0.065575	0.590667	img__0_1683166992271556000.png
