TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1683167158720	3.567403	-6.859870	0.048504	0.957605	0.015772	0.011269	0.287431	img__0_1683167163646115000.png
1683167158771	3.659059	-6.799459	0.051131	0.956252	0.013092	0.015097	0.291861	img__0_1683167163696604000.png
1683167158831	3.765608	-6.727895	0.053823	0.954722	0.011639	0.018071	0.296723	img__0_1683167163757424000.png
1683167158876	3.844512	-6.673999	0.055801	0.953610	0.007618	0.021748	0.300163	img__0_1683167163804197000.png
1683167158930	3.937912	-6.609305	0.057764	0.952369	0.005650	0.024402	0.303918	img__0_1683167163857263000.png
1683167158975	4.014630	-6.555515	0.059747	0.951392	0.001126	0.027098	0.306785	img__0_1683167163901316000.png
1683167159023	4.095318	-6.498456	0.062862	0.950457	-0.001274	0.029532	0.309449	img__0_1683167163950079000.png
1683167159071	4.174753	-6.441876	0.066952	0.949543	-0.003988	0.033433	0.311825	img__0_1683167163997690000.png
1683167159119	4.252766	-6.385962	0.070990	0.948744	-0.005105	0.035667	0.313986	img__0_1683167164047490000.png
1683167159185	4.357460	-6.310395	0.075214	0.947611	-0.007724	0.040443	0.316763	img__0_1683167164112789000.png
1683167159236	4.436212	-6.253206	0.078351	0.946804	-0.009925	0.043421	0.318713	img__0_1683167164164091000.png
1683167159281	4.504034	-6.203764	0.080891	0.946170	-0.010311	0.045283	0.320320	img__0_1683167164209073000.png
1683167159329	4.574680	-6.152066	0.084523	0.945558	-0.010102	0.046076	0.322018	img__0_1683167164257093000.png
1683167159380	4.647771	-6.098359	0.089365	0.944868	-0.013620	0.047802	0.323656	img__0_1683167164306232000.png
1683167159428	4.714632	-6.049157	0.093916	0.944550	-0.015847	0.045445	0.324820	img__0_1683167164356406000.png
1683167159491	4.799753	-5.986723	0.099363	0.944571	-0.019910	0.039475	0.325317	img__0_1683167164418762000.png
1683167159539	4.862436	-5.941302	0.096158	0.944858	-0.018019	0.038249	0.324741	img__0_1683167164467023000.png
1683167159587	4.923519	-5.897477	0.089280	0.945208	-0.012863	0.037280	0.324078	img__0_1683167164515600000.png
1683167159641	4.990291	-5.849703	0.078045	0.945320	-0.003537	0.040989	0.323540	img__0_1683167164567253000.png
1683167159686	5.043919	-5.810893	0.063234	0.944862	-0.000003	0.047704	0.323977	img__0_1683167164614057000.png
1683167159737	5.102324	-5.767723	0.043817	0.944434	0.012537	0.046845	0.325105	img__0_1683167164664962000.png
1683167159785	5.155647	-5.727311	0.032147	0.943516	0.020794	0.044184	0.327708	img__0_1683167164711654000.png
1683167159839	5.213595	-5.681654	0.025188	0.942134	0.023418	0.037472	0.332313	img__0_1683167164766127000.png
1683167159899	5.275295	-5.630283	0.020142	0.940493	0.031023	0.018274	0.337900	img__0_1683167164825329000.png
1683167159944	5.320122	-5.590834	0.016573	0.938738	0.036738	0.006070	0.342615	img__0_1683167164872557000.png
1683167159995	5.370051	-5.544673	0.013639	0.936330	0.042220	-0.005814	0.348524	img__0_1683167164921772000.png
1683167160043	5.416555	-5.499357	0.011159	0.933653	0.047284	-0.012729	0.354817	img__0_1683167164970333000.png
1683167160091	5.462808	-5.451817	0.008127	0.930673	0.051475	-0.019422	0.361691	img__0_1683167165017141000.png
1683167160157	5.526357	-5.382272	0.002789	0.926354	0.053957	-0.028156	0.371705	img__0_1683167165083778000.png
1683167160211	5.578656	-5.321609	-0.001309	0.922817	0.053400	-0.032972	0.380092	img__0_1683167165137823000.png
1683167160253	5.619676	-5.272118	-0.003511	0.920092	0.051783	-0.033467	0.386820	img__0_1683167165179528000.png
1683167160307	5.672903	-5.205597	-0.004810	0.916455	0.050486	-0.034057	0.395477	img__0_1683167165234965000.png
1683167160352	5.717689	-5.147765	-0.004098	0.913293	0.050551	-0.035126	0.402624	img__0_1683167165279046000.png
1683167160397	5.762904	-5.087603	-0.002895	0.910090	0.050576	-0.035002	0.409820	img__0_1683167165325258000.png
1683167160445	5.811589	-5.020788	-0.001683	0.906583	0.050981	-0.033872	0.417564	img__0_1683167165373537000.png
1683167160511	5.879220	-4.924250	-0.001972	0.901796	0.049394	-0.031434	0.428178	img__0_1683167165438020000.png
1683167160562	5.931873	-4.846328	-0.001512	0.898025	0.047823	-0.027253	0.436487	img__0_1683167165489693000.png
1683167160610	5.981580	-4.770545	-0.000243	0.894347	0.046507	-0.024024	0.444301	img__0_1683167165536973000.png
1683167160661	6.034400	-4.687589	0.002182	0.890464	0.042358	-0.017740	0.452731	img__0_1683167165589110000.png
1683167160706	6.080862	-4.612499	0.004917	0.886886	0.038967	-0.011229	0.460205	img__0_1683167165635010000.png
1683167160757	6.133117	-4.525589	0.008748	0.882646	0.036525	-0.006334	0.468575	img__0_1683167165685749000.png
1683167160817	6.193773	-4.421065	0.012661	0.877480	0.035683	-0.002663	0.478276	img__0_1683167165744853000.png
1683167160868	6.244488	-4.330472	0.015827	0.873118	0.031308	0.001907	0.486498	img__0_1683167165795306000.png
1683167160916	6.291389	-4.243962	0.018179	0.868995	0.027727	0.005124	0.494016	img__0_1683167165844194000.png
1683167160967	6.340268	-4.150992	0.020104	0.864653	0.024579	0.007466	0.501712	img__0_1683167165894172000.png
1683167161015	6.385331	-4.062697	0.021128	0.860630	0.020829	0.010648	0.508693	img__0_1683167165942679000.png
1683167161063	6.429462	-3.973850	0.021755	0.856733	0.019332	0.010954	0.515282	img__0_1683167165990509000.png
1683167161114	6.475372	-3.878977	0.022883	0.852694	0.018486	0.011629	0.521954	img__0_1683167166042330000.png
1683167161159	6.515026	-3.794916	0.023931	0.849226	0.015713	0.013585	0.527620	img__0_1683167166087982000.png
1683167161210	6.558967	-3.699385	0.024534	0.845476	0.013945	0.013662	0.533657	img__0_1683167166138364000.png
1683167161285	6.621735	-3.558641	0.024778	0.840244	0.011305	0.014950	0.541884	img__0_1683167166214011000.png
1683167161333	6.660823	-3.468543	0.025909	0.837097	0.010988	0.014556	0.546750	img__0_1683167166261257000.png
1683167161378	6.696713	-3.384076	0.027446	0.834261	0.010301	0.014551	0.551081	img__0_1683167166304623000.png
1683167161429	6.736510	-3.288383	0.029292	0.831190	0.009593	0.014439	0.555718	img__0_1683167166357799000.png
